day,negative,neutral,positive,total,positive_ratio,negative_ratio,neutral_ratio,date,price,prev_return,rolling_std
2017-01-27,0,6,1,7,0.1428571428571428,0.0,0.8571428571428571,2017-01-27,199.36508178710935,-0.001045357156952198,0.005170933518564371
2017-01-30,0,6,1,7,0.1428571428571428,0.0,0.8571428571428571,2017-01-30,198.128662109375,-0.0015699822751332748,0.006128531033663573
2017-01-31,0,3,0,3,0.0,0.0,1.0,2017-01-31,198.1112365722656,-0.0062017865247568915,0.005406816212868245
2017-02-01,1,2,1,4,0.25,0.25,0.5,2017-02-01,198.18966674804688,-8.795061211175348e-05,0.002631681177890323
2017-02-02,0,7,1,8,0.125,0.0,0.875,2017-02-02,198.3202209472656,0.00039588958778047356,0.0028400496247444596
2017-02-03,1,3,3,7,0.4285714285714285,0.1428571428571428,0.4285714285714285,2017-02-03,199.6872711181641,0.0006587336330945437,0.004637515316681193
2017-02-06,1,4,1,6,0.1666666666666666,0.1666666666666666,0.6666666666666666,2017-02-06,199.3302459716797,0.006893145662952849,0.0033142468091855123
2017-02-07,3,2,0,5,0.0,0.6,0.4,2017-02-07,199.33897399902344,-0.0017879214057321402,0.003301805580161107
2017-02-08,1,7,3,11,0.2727272727272727,0.0909090909090909,0.6363636363636364,2017-02-08,199.60020446777344,4.37867685418869e-05,0.003268466762370669
2017-02-09,1,7,0,8,0.0,0.125,0.875,2017-02-09,200.78428649902344,0.0013104836626243177,0.0037720039851752633
2017-02-10,0,3,0,3,0.0,0.0,1.0,2017-02-10,201.57669067382812,0.005932268628718651,0.00307574201231754
2017-02-13,0,3,0,3,0.0,0.0,1.0,2017-02-13,202.67381286621097,0.003946544765137894,0.002573565467642179
2017-02-14,1,5,0,6,0.0,0.1666666666666666,0.8333333333333334,2017-02-14,203.48350524902344,0.005442703661397541,0.0018008884619457764
2017-02-15,3,8,0,11,0.0,0.2727272727272727,0.7272727272727273,2017-02-15,204.54574584960935,0.0039950518094162835,0.0008930874497980485
2017-02-16,2,1,3,6,0.5,0.3333333333333333,0.1666666666666666,2017-02-16,204.37164306640625,0.005220278662321665,0.0025542980357554155
2017-02-17,0,6,2,8,0.25,0.0,0.75,2017-02-17,204.6938018798828,-0.0008511679501322922,0.0026793425132364407
2017-02-21,0,3,0,3,0.0,0.0,1.0,2017-02-21,205.9127960205078,0.0015763381291205025,0.0027995922903338664
2017-02-22,0,1,1,2,0.5,0.0,0.5,2017-02-22,205.72996520996097,0.0059552078735647385,0.0032579659454659658
